@RELATION svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE features137 NUMERIC
@ATTRIBUTE features138 NUMERIC
@ATTRIBUTE class {./out/bal/Cough,./out/bal/Bell,./out/bal/Speech}

@DATA
0.201094,0.011470,2.947508,0.262441,0.140066,1.819668,0.000037,0.386449,-25.148674,-0.383484,-0.458082,0.010421,-0.521672,-0.473254,-0.045527,-0.197808,-0.223748,0.054755,-0.178863,-0.129383,-0.076919,0.000033,0.000050,0.000028,0.000057,0.000059,0.000085,0.000055,0.000009,0.000046,0.000021,0.000091,0.000010,0.000049,0.000195,0.000006,-0.000320,0.000083,0.000203,0.000316,-0.000001,-0.000555,0.001054,-0.003226,0.005123,-0.002077,-0.001864,0.003674,-0.001891,-0.000979,0.001232,-0.000980,0.000932,-0.002627,0.001448,0.000001,-0.000000,-0.000000,0.000000,-0.000000,-0.000003,0.000006,0.000000,-0.000001,-0.000001,0.000002,-0.000000,-0.000000,0.014852,0.002076,0.122376,0.008860,0.004880,0.086909,0.000033,0.042749,0.358851,0.103711,0.094837,0.087278,0.082464,0.070166,0.100700,0.094927,0.060555,0.056008,0.080028,0.070273,0.066601,0.000014,0.000015,0.000013,0.000019,0.000025,0.000034,0.000027,0.000003,0.000016,0.000008,0.000064,0.000004,0.000022,0.002845,0.000619,0.096567,0.007366,0.005603,0.049913,0.000039,0.027709,0.136410,0.063035,0.052607,0.048576,0.040254,0.043211,0.047743,0.049509,0.030996,0.030066,0.038470,0.034996,0.031377,0.000011,0.000015,0.000011,0.000014,0.000027,0.000024,0.000020,0.000002,0.000017,0.000008,0.000076,0.000004,0.000024,120.000000,0.103448,./out/bal/Bell
0.025255,0.073748,3.254226,0.074982,0.113365,0.128195,0.000106,0.043501,-19.716095,2.584165,-0.357664,-0.196427,-0.412672,-0.098137,-0.075527,-0.238815,-0.018024,0.048162,-0.020529,0.142608,0.044057,0.001376,0.004312,0.000262,0.000172,0.000256,0.008301,0.001469,0.000323,0.000191,0.000311,0.000160,0.000347,0.003086,0.000262,-0.000162,-0.000921,0.001034,0.001428,0.004861,-0.000000,0.000723,0.012705,-0.017200,-0.007643,-0.005989,0.006198,0.002241,-0.001457,0.007644,0.004604,-0.000141,-0.002412,-0.002050,-0.002113,0.000141,-0.000325,-0.000010,0.000001,0.000009,0.000017,-0.000020,0.000037,0.000005,0.000019,0.000013,-0.000021,-0.000091,0.002237,0.006569,0.025462,0.007590,0.014343,0.030629,0.000039,0.005323,0.273858,0.192374,0.153472,0.108102,0.090444,0.086211,0.111160,0.106630,0.082054,0.066443,0.063111,0.088495,0.079519,0.000687,0.001841,0.000113,0.000088,0.000122,0.004686,0.000881,0.000146,0.000061,0.000131,0.000051,0.000131,0.001413,0.000506,0.001554,0.012562,0.007061,0.018619,0.006014,0.000036,0.003198,0.087459,0.056576,0.059800,0.050375,0.051059,0.040792,0.047316,0.049927,0.046975,0.041670,0.038404,0.043110,0.039070,0.000389,0.001092,0.000091,0.000067,0.000143,0.002516,0.001190,0.000123,0.000049,0.000090,0.000064,0.000070,0.000822,150.000000,0.089041,./out/bal/Bell
0.084496,0.076358,3.174504,0.107329,0.096185,0.526772,0.000072,0.103463,-20.606964,-1.634216,-1.776169,-0.618115,-0.576801,0.788844,-0.005157,0.225720,-0.255888,0.296295,0.482442,-0.330959,0.001979,0.000059,0.000234,0.000051,0.000057,0.000038,0.000343,0.000359,0.000094,0.001420,0.000033,0.000209,0.000049,0.000503,-0.000055,-0.000342,-0.004716,0.000380,0.000833,-0.003923,0.000003,-0.000124,-0.018025,-0.016444,-0.011703,-0.005059,-0.010016,0.000209,0.003836,-0.007944,-0.008231,0.008134,0.018302,-0.002488,-0.004002,-0.000012,-0.000001,0.000001,0.000002,-0.000000,0.000015,-0.000001,-0.000001,-0.000294,0.000001,0.000003,-0.000015,-0.000080,0.002776,0.007775,0.047495,0.005105,0.013139,0.039513,0.000031,0.006961,0.277290,0.160179,0.171757,0.140514,0.183930,0.183515,0.192870,0.155077,0.120517,0.180026,0.194354,0.237042,0.129112,0.000033,0.000094,0.000026,0.000030,0.000020,0.000110,0.000186,0.000080,0.000598,0.000015,0.000119,0.000020,0.000192,0.000615,0.002272,0.036871,0.007098,0.019627,0.013644,0.000036,0.004031,0.192587,0.170650,0.149161,0.094697,0.098664,0.096136,0.096593,0.084186,0.073297,0.100302,0.098601,0.103537,0.069650,0.000041,0.000076,0.000026,0.000027,0.000020,0.000079,0.000181,0.000111,0.000331,0.000015,0.000054,0.000021,0.000123,120.000000,0.107527,./out/bal/Bell
0.034832,0.093882,3.241823,0.056948,0.090649,0.026810,0.000123,0.044495,-18.880657,2.275327,-0.419979,0.483645,-0.383977,0.370036,-0.393570,-0.103013,-0.296979,0.290691,-0.183219,-0.023658,-0.004310,0.000053,0.000053,0.001061,0.001995,0.000239,0.000390,0.000335,0.000050,0.000149,0.000265,0.000472,0.000125,0.000641,0.000018,0.000176,-0.000733,0.000459,0.001213,-0.000118,0.000004,-0.000088,0.004928,-0.010444,-0.013442,-0.004065,0.005826,0.010980,0.004913,-0.002540,0.008464,0.001534,-0.004087,0.001472,0.001951,-0.000001,-0.000001,-0.000043,-0.000061,-0.000010,-0.000028,0.000038,-0.000005,-0.000009,-0.000089,-0.000086,-0.000009,-0.000015,0.001507,0.006449,0.037463,0.007867,0.022750,0.006258,0.000045,0.001562,0.381829,0.171674,0.112286,0.090862,0.134829,0.088906,0.090754,0.104492,0.112789,0.152603,0.126742,0.077103,0.068802,0.000029,0.000027,0.000496,0.001057,0.000095,0.000152,0.000133,0.000028,0.000064,0.000140,0.000269,0.000078,0.000284,0.000371,0.001853,0.016934,0.010622,0.031144,0.001782,0.000040,0.001281,0.115848,0.071998,0.074810,0.064491,0.071321,0.066540,0.063921,0.049890,0.053092,0.053819,0.052040,0.044267,0.044410,0.000031,0.000029,0.000480,0.000634,0.000099,0.000175,0.000147,0.000034,0.000054,0.000163,0.000269,0.000065,0.000170,240.000000,0.120805,./out/bal/Bell
0.032256,0.028921,3.213889,0.129655,0.163513,0.236873,0.000027,0.027773,-19.428847,1.978292,0.355775,0.617135,0.099420,0.114555,-0.040311,-0.005942,-0.003115,0.002942,-0.048417,-0.064599,0.079259,0.001507,0.002661,0.016001,0.001162,0.000910,0.003516,0.001118,0.001498,0.000930,0.000851,0.001462,0.000618,0.004884,0.000118,-0.000450,-0.000312,0.000053,-0.000032,0.001548,-0.000000,0.000249,-0.005640,-0.003963,-0.001521,0.000437,0.000283,-0.000226,-0.000376,-0.000071,-0.000119,0.000010,-0.000595,-0.000366,-0.000614,0.000068,0.000043,-0.000177,-0.000006,-0.000020,-0.000117,-0.000040,0.000009,-0.000032,0.000007,0.000001,0.000012,-0.000060,0.002622,0.005552,0.044844,0.002205,0.003759,0.029036,0.000010,0.004623,0.173643,0.052655,0.040283,0.027529,0.019623,0.022907,0.025959,0.033637,0.029936,0.019502,0.020899,0.026133,0.025295,0.000721,0.001161,0.013224,0.000606,0.000326,0.001381,0.000488,0.000695,0.000410,0.000491,0.000554,0.000340,0.003656,0.000763,0.000850,0.017500,0.001926,0.003530,0.009669,0.000007,0.001198,0.054772,0.023294,0.021203,0.018412,0.016699,0.014967,0.017427,0.015972,0.016766,0.014721,0.012905,0.015116,0.014439,0.000458,0.000596,0.003813,0.000471,0.000337,0.001000,0.000409,0.000430,0.000296,0.000313,0.000402,0.000267,0.001071,171.428571,0.067568,./out/bal/Bell
0.101022,0.002243,2.657306,0.182479,0.147872,0.850031,0.000072,0.163654,-31.842560,0.544180,-0.244915,0.659073,-0.214559,-0.264830,0.362662,0.038755,-0.029686,0.272582,-0.055611,-0.064040,0.137717,0.000281,0.000215,0.000299,0.026927,0.000294,0.000311,0.000482,0.000223,0.000233,0.007117,0.000216,0.000397,0.009418,0.000342,-0.000001,0.000566,0.000994,0.000967,0.001127,-0.000001,0.000286,0.109966,0.004845,-0.004117,0.001794,-0.001547,-0.001685,0.001483,-0.000639,-0.001919,0.000653,-0.000120,-0.001507,0.001149,0.000001,0.000002,0.000004,-0.000837,0.000002,-0.000000,-0.000001,-0.000009,0.000002,0.000002,0.000000,0.000003,-0.000233,0.018149,0.001006,0.391413,0.023314,0.017978,0.205447,0.000081,0.041963,1.094834,0.182645,0.077001,0.101836,0.047659,0.044013,0.061592,0.072850,0.037809,0.048796,0.047092,0.037060,0.037328,0.000239,0.000191,0.000230,0.008087,0.000178,0.000184,0.000321,0.000182,0.000167,0.004678,0.000174,0.000311,0.003468,0.002090,0.000177,0.234154,0.014458,0.011413,0.103107,0.000102,0.023348,0.433475,0.128714,0.059191,0.063306,0.035274,0.028345,0.035859,0.046548,0.030771,0.026739,0.027527,0.033476,0.023519,0.000176,0.000105,0.000165,0.003622,0.000144,0.000149,0.000176,0.000138,0.000117,0.002315,0.000151,0.000195,0.001609,85.714286,0.082569,./out/bal/Bell
0.074650,0.029627,2.853095,0.165720,0.153416,0.778906,0.000047,0.119248,-20.279438,0.217698,-0.525066,-0.473047,-0.129788,-0.073699,0.029552,-0.364269,-0.155484,-0.335265,-0.543416,-0.714013,-0.724440,0.002367,0.005764,0.000714,0.000368,0.000181,0.000862,0.000845,0.000712,0.001235,0.001439,0.001962,0.005514,0.002949,0.000182,0.000068,0.003802,-0.000392,-0.000895,-0.000905,-0.000002,-0.000123,-0.016149,-0.006221,0.009495,0.029474,0.007879,0.012830,0.002060,0.017720,0.025560,-0.000280,-0.003950,-0.007985,0.028138,-0.000055,-0.000003,-0.000008,-0.000001,-0.000000,-0.000008,0.000001,0.000020,-0.000002,-0.000005,-0.000017,-0.000105,-0.000023,0.008692,0.003759,0.102742,0.012464,0.008313,0.145683,0.000030,0.024320,0.434715,0.267789,0.269914,0.181578,0.139381,0.194947,0.114276,0.116787,0.133455,0.159646,0.166829,0.107387,0.131749,0.001244,0.003170,0.000432,0.000197,0.000068,0.000511,0.000573,0.000332,0.000674,0.000745,0.001125,0.003410,0.001267,0.002653,0.001407,0.084937,0.007411,0.007049,0.050755,0.000031,0.013997,0.217101,0.163083,0.145603,0.106031,0.099699,0.126630,0.099190,0.080758,0.081315,0.081927,0.086998,0.076268,0.075094,0.000908,0.001829,0.000339,0.000129,0.000064,0.000320,0.000376,0.000240,0.000611,0.000559,0.000693,0.001608,0.000745,150.000000,0.086957,./out/bal/Bell
0.049978,0.011484,3.171877,0.079890,0.078970,0.348265,0.000046,0.083362,-21.716177,-0.651102,-1.239355,-0.267294,0.104899,-0.042075,-0.508976,-0.035833,-0.035791,0.138335,-0.053694,-0.011149,-0.457738,0.000220,0.000299,0.000266,0.000311,0.000209,0.000184,0.000226,0.000170,0.000615,0.000344,0.000329,0.000347,0.000211,0.000008,0.000011,-0.000680,-0.000327,-0.001367,0.000496,-0.000001,0.000001,0.004031,0.005567,0.013251,0.001109,0.001906,-0.000080,0.001910,0.002598,0.001831,0.000833,-0.000330,-0.002123,0.005954,-0.000003,-0.000001,-0.000001,0.000008,-0.000002,0.000004,-0.000002,-0.000001,-0.000005,-0.000002,-0.000004,-0.000007,-0.000001,0.001363,0.001480,0.127875,0.005452,0.017742,0.053376,0.000026,0.005410,0.315835,0.177824,0.177246,0.138083,0.109521,0.071027,0.080794,0.084477,0.079424,0.068775,0.054349,0.064383,0.075257,0.000086,0.000126,0.000124,0.000183,0.000086,0.000087,0.000115,0.000080,0.000429,0.000192,0.000115,0.000182,0.000117,0.000461,0.000353,0.061318,0.007881,0.024678,0.020242,0.000032,0.002018,0.156719,0.129614,0.118370,0.087832,0.070437,0.063560,0.062333,0.064396,0.054000,0.057469,0.049856,0.052402,0.045556,0.000091,0.000087,0.000091,0.000074,0.000059,0.000067,0.000128,0.000074,0.000583,0.000178,0.000087,0.000127,0.000137,400.000000,0.129213,./out/bal/Bell
0.176961,0.036611,3.193585,0.212340,0.131702,0.665927,0.000117,0.207164,-25.919608,-1.704278,1.093562,0.866417,0.056301,-0.044340,0.242276,-0.285626,-0.059046,-0.185420,0.031802,-0.159435,0.029137,0.000004,0.000013,0.000028,0.000010,0.000711,0.000005,0.000005,0.000003,0.000006,0.000004,0.000005,0.000003,0.000202,0.000000,0.000174,0.004804,-0.000011,-0.000017,-0.001935,-0.000006,0.000000,0.001022,0.001361,-0.002302,-0.000148,0.000284,-0.001434,0.001269,0.002272,-0.000540,0.002398,-0.003079,-0.000412,0.000237,-0.000000,0.000001,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.003287,0.002823,0.038282,0.005455,0.006589,0.093587,0.000059,0.018222,0.237130,0.120510,0.080399,0.107523,0.060223,0.095784,0.088520,0.068157,0.081597,0.072621,0.062949,0.050024,0.053651,0.000002,0.000009,0.000013,0.000006,0.000663,0.000003,0.000002,0.000001,0.000002,0.000001,0.000002,0.000001,0.000184,0.001347,0.001161,0.029762,0.004395,0.006798,0.024912,0.000065,0.010725,0.170063,0.093586,0.072349,0.075317,0.035994,0.042762,0.041150,0.032599,0.038821,0.034807,0.034316,0.029668,0.032708,0.000002,0.000007,0.000013,0.000007,0.000109,0.000001,0.000002,0.000001,0.000002,0.000002,0.000002,0.000001,0.000032,200.000000,0.089888,./out/bal/Bell
0.058267,0.035164,3.252223,0.144286,0.155093,0.423576,0.000036,0.111883,-20.086236,1.297602,-0.334185,0.284139,0.311227,0.222961,-0.078799,-0.200103,0.235376,0.285555,0.271814,0.123984,0.164823,0.000464,0.000048,0.001081,0.000166,0.000265,0.000952,0.000669,0.000890,0.000349,0.000300,0.000147,0.000352,0.000628,0.001373,-0.000326,0.000466,0.001000,-0.000114,0.010291,0.000000,0.004046,-0.009881,0.009280,0.010659,0.004788,0.003935,-0.006990,-0.005709,-0.006516,0.001311,0.001979,-0.002207,-0.003863,-0.004704,-0.000004,0.000002,-0.000000,0.000003,-0.000004,-0.000007,-0.000003,-0.000023,-0.000006,0.000007,-0.000002,-0.000001,-0.000005,0.008457,0.004619,0.028746,0.016428,0.015531,0.086563,0.000012,0.026411,0.245460,0.181253,0.103166,0.117648,0.098013,0.130212,0.143893,0.149365,0.123363,0.134122,0.120354,0.092607,0.073518,0.000187,0.000021,0.000771,0.000069,0.000138,0.000453,0.000327,0.000542,0.000175,0.000127,0.000049,0.000174,0.000261,0.001336,0.000935,0.017076,0.006267,0.010450,0.015451,0.000012,0.009321,0.086953,0.059139,0.046601,0.046925,0.047915,0.049445,0.055329,0.052178,0.051334,0.049237,0.041464,0.039947,0.042088,0.000149,0.000023,0.000324,0.000076,0.000172,0.000394,0.000328,0.000404,0.000186,0.000122,0.000045,0.000123,0.000170,150.000000,0.067227,./out/bal/Bell
0.039935,0.052393,3.173024,0.153560,0.194325,0.222467,0.000041,0.041242,-18.875144,2.451170,-0.518603,-0.045767,-0.376677,0.256337,-0.138777,-0.016192,0.032448,-0.069355,-0.174464,-0.055890,-0.088224,0.000966,0.004451,0.002913,0.001372,0.000244,0.001199,0.003872,0.001647,0.000607,0.001575,0.002137,0.000748,0.002874,-0.000020,-0.000119,0.003352,0.000296,0.000497,0.000155,0.000001,-0.000104,-0.009387,0.006105,0.005113,0.002747,0.001887,-0.004300,0.003846,0.005404,0.000204,0.002826,-0.006240,-0.001077,0.004485,0.000013,-0.000020,-0.000237,0.000003,-0.000013,-0.000069,0.000027,0.000052,0.000022,0.000030,0.000206,-0.000240,-0.000066,0.002010,0.006966,0.090563,0.004991,0.003347,0.022516,0.000014,0.003675,0.281262,0.132330,0.124628,0.079061,0.082926,0.075943,0.056464,0.083724,0.061597,0.102641,0.083654,0.088128,0.076336,0.000480,0.003576,0.001535,0.000703,0.000121,0.000602,0.002546,0.000974,0.000376,0.000722,0.000959,0.000342,0.001248,0.000481,0.001516,0.034807,0.002997,0.004274,0.005612,0.000015,0.001467,0.079439,0.047818,0.036262,0.029880,0.030647,0.034519,0.033433,0.035808,0.034658,0.037695,0.033476,0.029155,0.033359,0.000554,0.001608,0.000750,0.000532,0.000151,0.000367,0.000885,0.000663,0.000403,0.000572,0.000795,0.000290,0.000657,75.000000,0.080000,./out/bal/Bell
0.033682,0.096602,2.986355,0.056834,0.080173,0.024445,0.000096,0.047871,-18.533433,1.577192,-1.290665,0.577299,-0.049689,0.364456,-0.204128,0.107927,0.184084,0.030652,0.084198,-0.219484,-0.324162,0.000200,0.000484,0.000459,0.000245,0.000115,0.000211,0.000311,0.000501,0.000205,0.000268,0.000280,0.025186,0.006894,-0.000014,0.000270,0.006427,-0.000634,-0.002371,-0.000048,0.000000,0.000000,0.005627,0.004817,0.002660,-0.001123,-0.003086,-0.002697,-0.003482,-0.002623,0.001953,0.002206,0.000992,0.003256,0.000993,0.000001,-0.000005,0.000020,-0.000008,-0.000001,0.000000,-0.000001,0.000006,0.000001,0.000001,0.000014,-0.000557,-0.000154,0.000812,0.025671,0.095745,0.006270,0.021035,0.005849,0.000061,0.001918,0.491241,0.087821,0.176060,0.089809,0.083383,0.061319,0.085294,0.079082,0.046872,0.065009,0.049012,0.060458,0.050166,0.000066,0.000263,0.000199,0.000093,0.000057,0.000096,0.000121,0.000235,0.000091,0.000140,0.000147,0.008785,0.002417,0.000270,0.004661,0.047232,0.009086,0.029581,0.002271,0.000051,0.001129,0.168296,0.053027,0.072813,0.067326,0.068297,0.059377,0.060552,0.057542,0.041837,0.046951,0.048078,0.043791,0.043603,0.000062,0.000190,0.000177,0.000071,0.000055,0.000093,0.000102,0.000146,0.000089,0.000125,0.000178,0.005750,0.001583,200.000000,0.081250,./out/bal/Bell
0.020008,0.007284,3.084473,0.063783,0.129236,0.034752,0.000433,0.033495,-27.615163,2.876325,-1.192593,-1.069520,-0.713387,-0.114610,-0.211018,-0.449783,-0.769057,-0.191426,0.323031,0.500931,-0.009875,0.000009,0.000007,0.000034,0.000019,0.000600,0.000341,0.000016,0.000009,0.000008,0.000007,0.000102,0.002953,0.000838,-0.000018,-0.000023,-0.000530,-0.000585,-0.000887,-0.000034,-0.000055,0.000000,-0.027034,0.026326,-0.001006,-0.005056,-0.011547,-0.017986,-0.015076,-0.008434,0.008014,0.017941,0.021247,0.012027,0.001574,-0.000000,-0.000000,0.000000,0.000000,0.000013,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000003,0.000000,0.001856,0.001697,0.098446,0.014480,0.026800,0.012508,0.000937,0.003510,0.666562,0.475307,0.130587,0.216213,0.147706,0.131965,0.114417,0.112366,0.068709,0.126879,0.116075,0.096224,0.099672,0.000007,0.000007,0.000048,0.000012,0.000326,0.000099,0.000006,0.000008,0.000008,0.000007,0.000145,0.001300,0.000344,0.000236,0.000341,0.054342,0.020632,0.037854,0.007609,0.001647,0.002048,0.688979,0.596815,0.180253,0.326570,0.216182,0.155977,0.149698,0.147092,0.078590,0.190443,0.160605,0.124242,0.129634,0.000009,0.000010,0.000059,0.000012,0.000136,0.000105,0.000007,0.000008,0.000011,0.000008,0.000151,0.000444,0.000119,600.000000,0.355263,./out/bal/Bell
0.065755,0.019131,3.194200,0.125684,0.133348,0.505032,0.000030,0.096062,-20.378281,0.428056,-0.381412,-0.090228,-0.639006,-0.211887,-0.368342,-0.564538,-0.570095,-0.371906,-0.186909,0.054918,-0.003284,0.001344,0.000398,0.015718,0.000360,0.002357,0.000587,0.000717,0.000152,0.000255,0.000655,0.000727,0.000788,0.004468,0.000132,0.000260,0.000785,0.000546,0.001599,0.000746,0.000000,0.000014,0.029810,0.002771,0.000341,-0.002347,0.006608,-0.001152,0.002814,-0.004053,0.003748,0.001042,0.000343,0.001419,0.002274,-0.000023,-0.000012,-0.000035,-0.000003,0.000033,0.000010,-0.000050,0.000002,0.000005,-0.000014,-0.000017,-0.000010,-0.000014,0.002697,0.001894,0.064668,0.003612,0.005953,0.032241,0.000009,0.003919,0.183862,0.067397,0.060910,0.049709,0.059403,0.047779,0.037636,0.040071,0.050765,0.041293,0.033842,0.037842,0.030648,0.000722,0.000199,0.007480,0.000164,0.000685,0.000407,0.000351,0.000050,0.000081,0.000231,0.000194,0.000277,0.001967,0.000753,0.000384,0.024576,0.003491,0.007970,0.013264,0.000011,0.002490,0.055879,0.042901,0.032938,0.030465,0.034876,0.029003,0.028622,0.027207,0.035059,0.026560,0.025183,0.021576,0.021204,0.000329,0.000153,0.002707,0.000156,0.000444,0.000172,0.000214,0.000057,0.000059,0.000129,0.000121,0.000144,0.000734,120.000000,0.088435,./out/bal/Bell
0.172421,0.002415,3.140699,0.212375,0.181062,1.264534,0.000064,0.275420,-28.298146,0.755931,-0.164620,0.085143,-0.023749,-0.119471,0.021019,-0.124185,-0.051477,0.099352,-0.076266,0.100401,-0.026549,0.001168,0.001030,0.001759,0.001574,0.001076,0.001229,0.001731,0.001871,0.001643,0.001976,0.002347,0.001416,0.000790,0.000434,0.000047,0.008269,-0.001193,-0.001578,-0.005441,-0.000009,0.000243,0.037779,-0.007845,-0.008343,-0.002736,0.008059,-0.011436,0.005755,0.005138,-0.005155,0.008106,0.000167,-0.005526,0.002433,-0.000014,-0.000003,-0.000013,-0.000010,-0.000011,-0.000005,-0.000009,-0.000025,-0.000006,-0.000015,-0.000016,-0.000011,-0.000005,0.015370,0.000403,0.146212,0.008573,0.003364,0.075123,0.000133,0.020501,0.431156,0.089233,0.054628,0.034994,0.030211,0.031788,0.112440,0.065709,0.031695,0.036547,0.036036,0.044319,0.028497,0.000480,0.000326,0.000628,0.000534,0.000467,0.000475,0.000686,0.000591,0.000615,0.000861,0.000850,0.000563,0.000179,0.002109,0.000062,0.089540,0.004802,0.003067,0.036697,0.000197,0.011615,0.218170,0.060631,0.041511,0.027221,0.023389,0.022327,0.060194,0.034023,0.023474,0.025928,0.021717,0.027265,0.016677,0.000286,0.000250,0.000304,0.000325,0.000309,0.000315,0.000411,0.000366,0.000412,0.000455,0.000398,0.000305,0.000127,300.000000,0.222222,./out/bal/Bell
